2,1,근접형1 (초등혜나& 스완)_2강화Type,1.03,1.02,1.04,1.01,1.01,1.03,1.03,1.02,1.05
2,2,근접형2 (고등혜나& 단테& 체어샷 헤이즈)_2강화Type,1.02,1.04,1.02,1.05,1.03,1.03,1.01,1.01,1.03
2,3,근접형3 (암살자랩터& 염호& 트래시)_2강화Type,1.01,1.03,1.01,1.02,1.02,1.05,1.03,1.04,1.03
2,4,근접형4 (랩터& 베놈)_2강화Type,1.01,1.05,1.02,1.02,1.04,1.03,1.01,1.03,1.03
2,5,근접형5 (스텔& 은비단)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,6,근접형6 (송하)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,7,마법형1 (고등나가& 루리)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,8,마법형2 (SPOON나가& 상제)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,9,마법형3 (영정)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,10,마법형4 (에트나드& 레드럼)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,11,마법형5 (퇴마사헤이즈& 황로& 물보라)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,12,마법형6 (청년 나가& 솔로몬)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,13,방어형1 (서장다나)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,14,방어형2 (고등나가& 사장유다)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,15,방어형3 (어린귀능& 오르카& 고등유다& 오터)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,16,방어형4 (비서귀능& 사하라)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,17,방어형5 (로나& 비비안& 그레고르)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,18,원거리형1 (저격사사& 로지& 레이디& 듄)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,19,원거리형2 (비행사사)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,20,원거리형3 (입초사사& 마고& 데네브)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,21,원거리형4 (젤리나)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,22,원거리형5 (세월& 언럭키)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,23,지원형1 (데일& 메두사)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,24,지원형2 (녹턴& 레인)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,25,지원형3 (백모래& 아모르)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,26,지원형4 (오수& 일호)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
2,27,지원형5 (이호)_2강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,1,근접형1 (초등혜나& 스완)_3강화Type,1.03,1.02,1.04,1.01,1.01,1.03,1.03,1.02,1.05
3,2,근접형2 (고등혜나& 단테& 체어샷 헤이즈)_3강화Type,1.02,1.04,1.02,1.05,1.03,1.03,1.01,1.01,1.03
3,3,근접형3 (암살자랩터& 염호& 트래시)_3강화Type,1.01,1.03,1.01,1.02,1.02,1.05,1.03,1.04,1.03
3,4,근접형4 (랩터& 베놈)_3강화Type,1.01,1.05,1.02,1.02,1.04,1.03,1.01,1.03,1.03
3,5,근접형5 (스텔& 은비단)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,6,근접형6 (송하)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,7,마법형1 (고등나가& 루리)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,8,마법형2 (SPOON나가& 상제)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,9,마법형3 (영정)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,10,마법형4 (에트나드& 레드럼)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,11,마법형5 (퇴마사헤이즈& 황로& 물보라)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,12,마법형6 (청년 나가& 솔로몬)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,13,방어형1 (서장다나)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,14,방어형2 (고등나가& 사장유다)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,15,방어형3 (어린귀능& 오르카& 고등유다& 오터)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,16,방어형4 (비서귀능& 사하라)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,17,방어형5 (로나& 비비안& 그레고르)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,18,원거리형1 (저격사사& 로지& 레이디& 듄)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,19,원거리형2 (비행사사)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,20,원거리형3 (입초사사& 마고& 데네브)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,21,원거리형4 (젤리나)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,22,원거리형5 (세월& 언럭키)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,23,지원형1 (데일& 메두사)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,24,지원형2 (녹턴& 레인)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,25,지원형3 (백모래& 아모르)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,26,지원형4 (오수& 일호)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
3,27,지원형5 (이호)_3강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,1,근접형1 (초등혜나& 스완)_4강화Type,1.03,1.02,1.04,1.01,1.01,1.03,1.03,1.02,1.05
4,2,근접형2 (고등혜나& 단테& 체어샷 헤이즈)_4강화Type,1.02,1.04,1.02,1.05,1.03,1.03,1.01,1.01,1.03
4,3,근접형3 (암살자랩터& 염호& 트래시)_4강화Type,1.01,1.03,1.01,1.02,1.02,1.05,1.03,1.04,1.03
4,4,근접형4 (랩터& 베놈)_4강화Type,1.01,1.05,1.02,1.02,1.04,1.03,1.01,1.03,1.03
4,5,근접형5 (스텔& 은비단)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,6,근접형6 (송하)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,7,마법형1 (고등나가& 루리)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,8,마법형2 (SPOON나가& 상제)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,9,마법형3 (영정)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,10,마법형4 (에트나드& 레드럼)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,11,마법형5 (퇴마사헤이즈& 황로& 물보라)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,12,마법형6 (청년 나가& 솔로몬)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,13,방어형1 (서장다나)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,14,방어형2 (고등나가& 사장유다)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,15,방어형3 (어린귀능& 오르카& 고등유다& 오터)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,16,방어형4 (비서귀능& 사하라)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,17,방어형5 (로나& 비비안& 그레고르)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,18,원거리형1 (저격사사& 로지& 레이디& 듄)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,19,원거리형2 (비행사사)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,20,원거리형3 (입초사사& 마고& 데네브)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,21,원거리형4 (젤리나)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,22,원거리형5 (세월& 언럭키)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,23,지원형1 (데일& 메두사)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,24,지원형2 (녹턴& 레인)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,25,지원형3 (백모래& 아모르)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,26,지원형4 (오수& 일호)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
4,27,지원형5 (이호)_4강화Type,1.02,1.01,1.02,1.03,1.03,1.04,1.03,1.05,1.01
